什么p,0.538462,13
到底-,0.900000,10
谁-,0.685714,35
肿么r,1.000000,1
毛线v,1.000000,1
肿么e,1.000000,1
有何n,1.000000,2
到底m,1.000000,1
到底n,1.000000,10
谁i,0.500000,2
到底e,1.000000,1
谁d,0.600000,5
谁a,0.666667,3
到底x,1.000000,3
谁x,0.800000,15
谁v,0.588235,34
到底v,0.750000,4
谁t,1.000000,2
谁r,0.200000,5
到底r,1.000000,2
谁p,0.666667,6
何在n,1.000000,1
何在a,1.000000,1
莫非-,1.000000,2
何在v,1.000000,2
哪个c,0.500000,2
哪个d,1.000000,2
多久n,0.500000,2
哪个n,1.000000,15
多少v,0.655172,29
哪个s,1.000000,1
哪-,0.600000,5
多久v,0.600000,5
哪个v,1.000000,5
多少n,0.600000,5
多久x,1.000000,1
哪个x,1.000000,1
多少d,0.666667,3
呢u,0.588235,17
莫非n,1.000000,1
哪v,0.800000,20
哪t,1.000000,1
哪个-,0.666667,6
哪n,0.600000,10
多少-,0.500000,2
哪f,1.000000,2
哪种v,1.000000,2
何时j,1.000000,1
什么-,0.875000,32
难道-,0.863636,22
何时p,1.000000,1
何时v,0.500000,2
何时u,1.000000,1
干吗p,1.000000,1
干吗r,1.000000,1
哪种n,1.000000,2
为何t,1.000000,1
为何r,1.000000,3
为何n,1.000000,2
为何d,1.000000,1
干吗-,0.500000,2
什么a,0.500000,4
什么n,0.827586,29
什么m,0.500000,2
什么k,1.000000,1
难道o,1.000000,4
难道n,0.666667,3
什么v,0.713483,178
什么u,0.652174,23
难道r,0.666667,3
什么r,0.727273,11
什么q,0.600000,5
难道v,1.000000,1
难道y,1.000000,1
难道x,1.000000,6
难道z,1.000000,1
什么z,1.000000,1
什么y,0.333333,3
什么x,0.636364,11
为何-,1.000000,3
?y,1.000000,22
?x,0.070175,57
?v,0.333333,33
?u,0.800000,5
?r,1.000000,3
?n,0.583333,12
?m,0.031746,63
?i,1.000000,1
?b,1.000000,1
?a,0.750000,4
究竟-,1.000000,2
哪些v,1.000000,11
哪些u,1.000000,2
怎么办n,1.000000,2
怎么办l,1.000000,1
怎么办r,1.000000,2
怎么办v,1.000000,1
哪些n,1.000000,1
捏n,0.500000,2
究竟r,1.000000,1
究竟v,1.000000,2
究竟n,1.000000,2
怎么办-,1.000000,4
哪些-,1.000000,2
？a,0.829268,41
？c,1.000000,7
？d,0.807692,26
？e,0.428571,7
？f,1.000000,1
哪款-,1.000000,1
？i,0.454545,11
？j,0.666667,3
？l,0.807692,26
？m,0.782609,23
？n,0.690608,181
？o,0.250000,4
？p,0.500000,2
？q,0.500000,2
？r,0.904762,84
？s,1.000000,1
？t,0.666667,3
？u,0.742857,70
？v,0.709677,155
？x,0.612903,31
？y,0.947826,345
？z,0.647059,17
咩u,0.250000,4
为毛-,1.000000,2
咩a,0.500000,2
哪款e,1.000000,2
谁n,0.555556,9
哪款n,1.000000,4
为毛v,1.000000,1
为啥x,1.000000,4
如何n,0.846154,13
如何d,0.888889,9
如何f,1.000000,1
如何r,0.500000,4
如何t,1.000000,1
如何v,0.500000,18
谁u,1.000000,1
如何-,0.916667,12
谁q,1.000000,1
啥-,0.600000,5
为啥-,1.000000,3
啥l,1.000000,1
干什么p,1.000000,1
啥n,0.500000,6
啥u,0.750000,4
啥v,0.722222,18
干什么n,1.000000,2
啥p,1.000000,1
啥x,1.000000,1
怎么-,0.842105,38
可好r,1.000000,10
怎么x,0.500000,4
怎么r,0.966667,30
干什么v,1.000000,3
怎么p,1.000000,1
怎么v,0.724138,29
怎么t,1.000000,2
怎么u,1.000000,4
怎么n,0.658537,41
怎么o,1.000000,1
怎么m,0.666667,3
怎么a,0.666667,3
怎么f,1.000000,1
怎么d,0.727273,11
呢l,0.750000,4
呢m,0.666667,3
呢n,0.758621,58
呢i,1.000000,1
呢j,1.000000,1
呢e,1.000000,1
呢a,0.833333,12
呢c,1.000000,4
神马v,0.666667,3
呢z,1.000000,1
呢t,0.500000,4
啥q,0.600000,5
呢v,0.666667,57
呢p,0.500000,2
呢r,0.866667,15
怎么样e,1.000000,1
怎么样n,1.000000,7
多少t,1.000000,1
哪儿p,0.500000,2
哪儿v,0.600000,5
多少u,0.666667,9
怎么样v,1.000000,2
怎么样u,1.000000,3
哪个p,0.500000,4
哪里m,1.000000,1
有木有-,0.971429,35
何为-,1.000000,1
怎么弄n,1.000000,1
咯v,0.666667,3
怎么弄-,1.000000,1
吗z,0.800000,5
吗x,0.750000,4
怎样-,1.000000,2
吗q,0.666667,6
干嘛a,1.000000,1
吗t,1.000000,4
怎样x,1.000000,1
怎样v,0.777778,9
知否-,1.000000,2
怎样n,1.000000,1
怎样d,1.000000,2
吗m,0.884615,26
怎地v,1.000000,1
哪p,1.000000,6
吗c,0.823529,17
干嘛v,1.000000,1
为什么i,1.000000,1
吗d,0.961538,26
誰-,1.000000,1
怎么回事x,0.500000,2
怎么回事t,1.000000,1
怎么回事v,0.250000,4
怎么回事n,1.000000,1
誰r,1.000000,1
吗v,0.937500,288
何来d,1.000000,1
何时n,1.000000,4
干嘛-,0.500000,2
Who-,1.000000,1
孰是孰非-,1.000000,1
干嘛r,1.000000,3
啥时候-,1.000000,2
怎n,1.000000,2
哪里-,1.000000,9
怎x,1.000000,1
怎r,1.000000,1
何v,1.000000,1
何c,1.000000,1
怎-,0.625000,8
whyv,1.000000,1
哪里n,1.000000,3
哪里v,0.750000,4
哪里p,0.944444,18
哪里x,0.500000,2
为什么t,1.000000,2
为什么v,0.600000,10
吗y,0.500000,2
为什么p,1.000000,2
为什么r,0.857143,7
吗r,0.907407,54
吗p,0.928571,14
干嘛f,1.000000,1
为什么x,0.888889,9
为什么y,1.000000,1
何用r,1.000000,1
吗u,0.863636,198
吗j,1.000000,2
吗i,0.875000,8
吗n,0.894118,255
干嘛x,1.000000,1
吗l,0.857143,14
为什么c,1.000000,1
吗b,1.000000,2
什么c,0.375000,8
为什么n,0.769231,13
吗a,0.790210,143
吗f,1.000000,4
干嘛p,0.250000,4
为什么j,1.000000,1
吗e,0.666667,6
嗎v,1.000000,1
嗎u,1.000000,1
嗎z,1.000000,1
什么i,1.000000,1
吗-,0.166667,6
为什么-,1.000000,25
什么t,0.500000,2
